tconst,titleType,primaryTitle,originalTitle,startYear,genres,averageRating,numVotes,relevancia,descrption,img_link
tt0114369,movie,Se7en,Se7en,1995,"Crime,Drama,Mystery",8.6,1716367,14760756.2,"Dois detetives, um novato e um veterano, perseguem um assassino em série que usa os sete pecados capitais como motivos.","https://m.media-amazon.com/images/M/MV5BZmMxNmJiYzctNGRkZC00YzcxLTgyNjMtMmIxZWVlNDA4ZWRjXkEyXkFqcGdeQXRodW1ibmFpbC1pbml0aWFsaXplcg@@._V1_QL75_UX500_CR0,0,500,281_.jpg"
tt1853728,movie,Django Unchained,Django Unchained,2012,"Drama,Western",8.4,1618068,13591771.2,"Com a ajuda de um caçador de recompensas alemão, um escravo libertado sai para resgatar sua esposa de um brutal dono de uma plantação no Mississipi.","https://m.media-amazon.com/images/M/MV5BNzU5NzM4OTQxNV5BMl5BanBnXkFtZTgwOTQ5NjU0NzE@._V1_QL75_UX500_CR0,47,500,281_.jpg"
tt0172495,movie,Gladiator,Gladiator,2000,"Action,Adventure,Drama",8.5,1549329,13169296.5,Um general romano planeja a melhor vingança contra o imperador corrupto que matou sua familia e o fez escravo.,"https://m.media-amazon.com/images/M/MV5BMTU1NTQ0OTkyNF5BMl5BanBnXkFtZTgwMTQzMjIwMDI@._V1_QL75_UX500_CR0,0,500,281_.jpg"
tt0102926,movie,The Silence of the Lambs,The Silence of the Lambs,1991,"Crime,Drama,Thriller",8.6,1480650,12733590.0,"Uma jovem deve receber a ajuda de um assassino canibal manipulador e preso para ajudar a capturar outro assassino em série, um louco que ataca suas vítimas.","https://m.media-amazon.com/images/M/MV5BN2ZiYzIyMWQtNDUyNy00YmExLWIwNmMtN2FhNzFiODgyYmU4XkEyXkFqcGdeQXRodW1ibmFpbC1pbml0aWFsaXplcg@@._V1_QL75_UY281_CR10,0,500,281_.jpg"
tt0108052,movie,Schindler's List,Schindler's List,1993,"Biography,Drama,History",9.0,1396809,12571281.0,"Na Polônia ocupada pelos alemães durante a Segunda Guerra Mundial, o industrial Oskar Schindler começa a ser preocupar com seus trabalhadores judeus depois de testemunhar sua perseguição pel... Ler tudo","https://m.media-amazon.com/images/M/MV5BOTIxMTUzMmUtODU2MS00MDhjLTlmMGQtMzNhZTFhOTI5ZjE5XkEyXkFqcGdeQXRoaXJkLXBhcnR5LXZpZGVvLXVwZGF0ZXI@._V1_QL75_UX500_CR0,47,500,281_.jpg"
tt0361748,movie,Inglourious Basterds,Inglourious Basterds,2009,"Adventure,Drama,War",8.3,1508735,12522500.500000002,"Na França ocupada pelos nazistas durante a Segunda Guerra Mundial, um plano para assassinar líderes nazistas por parte de um grupo de soldados judeus dos EUA coincide com os planos de vingan... Ler tudo","https://m.media-amazon.com/images/M/MV5BMzA4ZTZmMzItNmMyNS00MTk2LTg3MTgtNjYzZDBmMWJjYjMzXkEyXkFqcGdeQXRyYW5zY29kZS13b3JrZmxvdw@@._V1_QL75_UX500_CR0,0,500,281_.jpg"
tt0372784,movie,Batman Begins,Batman Begins,2005,"Action,Crime,Drama",8.2,1519441,12459416.2,"Depois do treinamento, Batman comença a luta contra o crime e corrupçao en Gotham.","https://m.media-amazon.com/images/M/MV5BYzJhYTcxYzgtOTI3My00ZTI1LWI3NzAtZTljMTFjM2ViOGYzXkEyXkFqcGdeQWFuaW5vc2M@._V1_QL75_UX500_CR0,0,500,281_.jpg"
tt0120815,movie,Saving Private Ryan,Saving Private Ryan,1998,"Drama,War",8.6,1437213,12360031.8,"Depois de chegar a Normandía, um grupo de soldados precisam encontrar ao unico irmão vivo de tres que morreram na guerra.","https://m.media-amazon.com/images/M/MV5BZjExYjU4OTAtMWM3NS00YzJkLWIzYjQtNTUxMWE5ZWY3MmVkXkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_QL75_UX500_CR0,47,500,281_.jpg"
tt0993846,movie,The Wolf of Wall Street,The Wolf of Wall Street,2013,"Biography,Comedy,Crime",8.2,1484957,12176647.4,"Baseada na verdadeira história de Jordan Belfort, desde sua ascensão como corretor de valores até a sua queda e envolvimento no crime e corrupção com o governo.","https://m.media-amazon.com/images/M/MV5BMjE1OTQ5NTA4NV5BMl5BanBnXkFtZTgwODI5NTI1MDE@._V1_QL75_UX500_CR0,47,500,281_.jpg"
tt0076759,movie,Star Wars: Episode IV - A New Hope,Star Wars,1977,"Action,Adventure,Fantasy",8.6,1404515,12078829.0,"Luke Skywalker une forças com um cabaleiro Jedi, um arrogante piloto é dois dróides para salvar a galaxia enquanto tentam salvar a princesa Leia do misterioso Darth Vader.","https://m.media-amazon.com/images/M/MV5BMTUzNDY0NjY4Nl5BMl5BanBnXkFtZTgwNjY4MTQ0NzE@._V1_QL75_UX500_CR0,47,500,281_.jpg"
tt0071562,movie,The Godfather Part II,The Godfather Part II,1974,"Crime,Drama",9.0,1313499,11821491.0,"Em 1950, Michael Corleone, agora à frente da família, tenta expandir o negócio do crime a Las Vegas, Los Angeles e Cuba. Paralelamente, é revelada a história de Vito Corleone, e de como saiu... Ler tudo","https://m.media-amazon.com/images/M/MV5BNWE4YzY4OGMtZDM5YS00YWVkLTgwMDktNzVmOGU3NjEwMjNlXkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_QL75_UX500_CR0,47,500,281_.jpg"
tt0482571,movie,The Prestige,The Prestige,2006,"Drama,Mystery,Sci-Fi",8.5,1380256,11732176.0,"Depois de um trágico acidente, dois magos do palco se engajam em uma batalha para criar a ilusão final enquanto sacrificam tudo o que têm para enganar um ao outro.","https://m.media-amazon.com/images/M/MV5BMDIwYWJlODQtNTRkNy00YWZjLWI0M2ItMzU5MmVhNzY3OGJhXkEyXkFqcGdeQWpvaG5oYXJ0._V1_QL75_UY281_CR81,0,500,281_.jpg"
tt0407887,movie,The Departed,The Departed,2006,"Crime,Drama,Thriller",8.5,1368758,11634443.0,Um policial disfarçado e um espião estão tentando se identificar enquanto se infiltram em uma gangue irlandesa no sul de Boston.,"https://m.media-amazon.com/images/M/MV5BYzgwYWQ4NWItZjc3MC00Y2YyLWI2ZDgtMWE3ZjQxZDA2NzMyXkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_QL75_UX500_CR0,47,500,281_.jpg"
tt0120689,movie,The Green Mile,The Green Mile,1999,"Crime,Drama,Fantasy",8.6,1348766,11599387.6,"As vidas dos guardas de corredor da morte são afetadas por um dos detidos: um homem afro-americano acusado pelo assassinato e estupro de uma criança, mas com um presente misterioso.","https://m.media-amazon.com/images/M/MV5BODU4NmYyMzEtNzkwNy00NmFlLTk3YWItM2I5NDk3YTUyODFhXkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_QL75_UX500_CR0,47,500,281_.jpg"
tt0080684,movie,Star Wars: Episode V - The Empire Strikes Back,Star Wars: Episode V - The Empire Strikes Back,1980,"Action,Adventure,Fantasy",8.7,1332410,11591966.999999998,"Os rebeldes derrotaram o Império no planeta congelado Hoth. Luke Skywalker começa a treinar como um Jedi com Yoda, enquanto seus amigos são perseguidos por Darth Vader.","https://m.media-amazon.com/images/M/MV5BZGQzN2E0YmYtYzgxNS00NWM4LWFkY2ItZjBiNzgyZTM3ZmFmXkEyXkFqcGdeQWpvaG5oYXJ0._V1_QL75_UX500_CR0,0,500,281_.jpg"
tt7286456,movie,Joker,Joker,2019,"Crime,Drama,Thriller",8.4,1378453,11579005.2,Um comediante falido enlouquece e se torna um assassino psicopata.,"https://m.media-amazon.com/images/M/MV5BOTU0ZGVmY2MtMTM1OS00YmNlLWE1NGUtMGYyMjI1MjY1NWUzXkEyXkFqcGdeQWFybm8@._V1_QL75_UX500_CR0,1,500,281_.jpg"
tt0848228,movie,The Avengers,The Avengers,2012,"Action,Sci-Fi",8.0,1425225,11401800.0,Os heróis mais poderosos da Terra devem se unir e aprender a lutar como uma equipe para impedir que um exército alienígena escravize a humanidade.,"https://m.media-amazon.com/images/M/MV5BMTcwNTg1Nzg2MF5BMl5BanBnXkFtZTcwNDEwOTUwOA@@._V1_QL75_UX500_CR0,47,500,281_.jpg"
tt1130884,movie,Shutter Island,Shutter Island,2010,"Mystery,Thriller",8.2,1379017,11307939.4,"Em 1945, um policial federal dos Estados Unidos investiga o desaparecimento de um assassino que escapou de um hospital psiquiátrico.","https://m.media-amazon.com/images/M/MV5BMjAzMTg4NTU2N15BMl5BanBnXkFtZTgwNjEwOTYzMzE@._V1_QL75_UY281_CR81,0,500,281_.jpg"
tt0209144,movie,Memento,Memento,2000,"Mystery,Thriller",8.4,1275487,10714090.8,Um homem com perda da memória de curto prazo tenta investigar o homicídio da sua esposa.,"https://m.media-amazon.com/images/M/MV5BODhmZDI0MWEtNWIzOS00YjBjLWE0YjgtYzdlOTY4MGQ0N2VlXkEyXkFqcGdeQTNwaW5nZXN0._V1_QL75_UX500_CR0,47,500,281_.jpg"
tt0499549,movie,Avatar,Avatar,2009,"Action,Adventure,Fantasy",7.9,1355046,10704863.4,Um militar paraplégico despachado para a lua Pandora em uma missão única fica dividido entre seguir suas ordens e proteger o mundo que ele sente ser sua casa.,"https://m.media-amazon.com/images/M/MV5BMjM2OTkyNTY3N15BMl5BanBnXkFtZTgwNzgzNDc2NjE@._V1_QL75_UY281_CR86,0,500,281_.jpg"
tt0088763,movie,Back to the Future,Back to the Future,1985,"Adventure,Comedy,Sci-Fi",8.5,1252436,10645706.0,"Marty McFly viaja para 1955 com a máquina do tempo do cientista Dr. Brown. Ele deve garantir que seus pais se apaixonem, para não arriscar sua própria existência.","https://m.media-amazon.com/images/M/MV5BYTE2MTY1MjktZTFmMS00MjI1LWFjYzUtNTVlZDVkZDNhMWEyXkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_QL75_UX500_CR0,47,500,281_.jpg"
tt0099685,movie,Goodfellas,GoodFellas,1990,"Biography,Crime,Drama",8.7,1203938,10474260.6,"A historia do Henry Hill e sua vida na máfia, sua relação com sua esposa Karen Hill e seus colegas da máfia Jimmy Conway e Tommy DeVito no sindicato italo-americano do crime.","https://m.media-amazon.com/images/M/MV5BZWMyMjYwY2QtMDMxMC00ZmY3LTgwZGMtYzc3ZTgyZjQ4NDMwXkEyXkFqcGdeQUlNRGJWaWRlb1RodW1ibmFpbFNlcnZpY2U@._V1_QL75_UX500_CR0,0,500,281_.jpg"
tt0110413,movie,Léon: The Professional,Léon,1994,"Action,Crime,Drama",8.5,1199907,10199209.5,"Mathilda, uma menina de 12 anos é levada por Léon, um assassino profissional, depois que sua família é assassinada. Léon e Mathilda formam uma relação incomum, desde que ela se torna sua pro... Ler tudo","https://m.media-amazon.com/images/M/MV5BZjlkOWI0YzUtYmI1OS00M2ZkLTgwYjAtNjc3MzhjMGY3ODQ5XkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_QL75_UX500_CR0,59,500,281_.jpg"
tt4154796,movie,Avengers: Endgame,Avengers: Endgame,2019,"Action,Adventure,Drama",8.4,1199101,10072448.4,"Após os eventos devastadores de Vingadores: Guerra Infinita , o universo está em ruínas, e com a ajuda de aliados os Vingadores se reúnem para desfazer as ações de Thanos e restaurar a ordem... Ler tudo","https://m.media-amazon.com/images/M/MV5BOThlNjdhZmQtNzlkOS00M2VjLWI0ZjUtZDExZDI1MjRhZGFkXkEyXkFqcGdeQW1yb3NzZXI@._V1_QL75_UX500_CR0,0,500,281_.jpg"
tt2015381,movie,Guardians of the Galaxy,Guardians of the Galaxy,2014,"Action,Adventure,Comedy",8.0,1232417,9859336.0,Um grupo de criminosos intergalácticos deve se unir para impedir que um guerreiro fanático com planos de destruir o universo.,"https://m.media-amazon.com/images/M/MV5BMTYyNzMzNTkxNF5BMl5BanBnXkFtZTgwMTU5Mzc2NjE@._V1_QL75_UY281_CR87,0,500,281_.jpg"
tt0169547,movie,American Beauty,American Beauty,1999,Drama,8.3,1179922,9793352.6,Um pai sexualmente frustrado tem uma crise existencial depois de conhecer a melhor amiga da sua filha.,"https://m.media-amazon.com/images/M/MV5BMTU5NDcyNTgzNl5BMl5BanBnXkFtZTgwNTMwNzU0NzE@._V1_QL75_UX500_CR0,47,500,281_.jpg"
tt0120586,movie,American History X,American History X,1998,"Crime,Drama",8.5,1151040,9783840.0,Um neonazista tenta evitar que seu irmão mais novo tome o mesmo caminho errado que ele.,"https://m.media-amazon.com/images/M/MV5BNmU3MDg5YWItMGMwYi00NGVmLWJhNGQtZmJhNDczMTZkYmM3XkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_QL75_UX500_CR0,47,500,281_.jpg"
tt0120338,movie,Titanic,Titanic,1997,"Drama,Romance",7.9,1237336,9774954.4,Uma aristocrata de dezessete anos se apaixona por um artista gentil mas pobre a bordo do luxuoso e desafortunado Titanic.,"https://m.media-amazon.com/images/M/MV5BYzExZDkwNzYtYmI0Mi00OThhLWFhNmMtZTZjYWU2MTdkMDAzXkEyXkFqcGdeQWRpZWdtb25n._V1_QL75_UX500_CR0,0,500,281_.jpg"
tt0103064,movie,Terminator 2: Judgment Day,Terminator 2: Judgment Day,1991,"Action,Sci-Fi",8.6,1133297,9746354.2,"Um ciborgue, idêntico àquele que não conseguiu matar Sarah Connor, deve agora proteger seu filho adolescente, John Connor, de um ciborgue mais avançado e poderoso.","https://m.media-amazon.com/images/M/MV5BMjI0OTJlNTQtMzYyZi00MTBkLWEyMzItNWQwYWFhOWU1NDczXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX500_CR0,0,500,281_.jpg"
tt0910970,movie,WALL·E,WALL·E,2008,"Adventure,Animation,Family",8.4,1154606,9698690.4,"Num futuro distante, um pequeno robô faz uma viagem que decidirá o destino da humanidade.","https://m.media-amazon.com/images/M/MV5BMTc2Njc2MTYyN15BMl5BanBnXkFtZTgwMzcwNTczMzE@._V1_QL75_UY281_CR102,0,500,281_.jpg"
tt4154756,movie,Avengers: Infinity War,Avengers: Infinity War,2018,"Action,Adventure,Sci-Fi",8.4,1141083,9585097.2,Os Vingadores e seus aliados deverão sacrificar tudo em uma tentativa de derrotar o poderoso Thanos antes que sua explosão de devastação ponha fim ao universo.,"https://m.media-amazon.com/images/M/MV5BYjJiZTcxYzEtODFlZi00M2UzLTg5NTgtYWMxMGNkMWJiNmRjXkEyXkFqcGdeQXBrZWVzZXk@._V1_QL75_UY281_CR91,0,500,281_.jpg"
tt0114814,movie,The Usual Suspects,The Usual Suspects,1995,"Crime,Drama,Mystery",8.5,1111909,9451226.5,"O único sobrevivente conta os torcidos eventos duma luta com pistolas num bote, quanfo cinco criminais eram levados pela polícia.","https://m.media-amazon.com/images/M/MV5BYmI2NTk3ODQtYWFiNC00NDgxLTkxY2UtYTNhNTI3YTNkNzdmXkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_QL75_UX500_CR0,47,500,281_.jpg"
tt0325980,movie,Pirates of the Caribbean: The Curse of the Black Pearl,Pirates of the Caribbean: The Curse of the Black Pearl,2003,"Action,Adventure,Fantasy",8.1,1164590,9433179.0,"O ferreiro Will Turner se junta ao capitão Jack Sparrow para salvar seu amor, a filha do governador, dos ex-aliados piratas de Jack, que agora estão vivos.","https://m.media-amazon.com/images/M/MV5BN2RjMmU2MGQtMDMzZC00ZGE5LTlkOWMtMGJiNTAyNTljOTY4XkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_QL75_UX500_CR0,47,500,281_.jpg"
tt0266697,movie,Kill Bill: Vol. 1,Kill Bill: Vol. 1,2003,"Action,Crime,Thriller",8.2,1149801,9428368.2,"Depois de despertar de um coma de quatro anos, uma antiga assassina busca vingança contra o grupo de assassinos que a traiu.","https://m.media-amazon.com/images/M/MV5BNDFjYTYwNmMtY2YwMi00YmVhLTlhOTItMWE1MmQ2N2MyMDgwXkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_QL75_UX500_CR0,47,500,281_.jpg"
tt0434409,movie,V for Vendetta,V for Vendetta,2005,"Action,Drama,Sci-Fi",8.2,1147589,9410229.8,"Em um futuro da tirania britânica, um lutador clandestino conhecido como V trama um plano para derrubá-la com a ajuda de uma jovem mulher.","https://m.media-amazon.com/images/M/MV5BZWVkNmQ2ZjktZTU1My00ZTIyLWIzMTctZmEzNjQ0NTM5YzM2XkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_QL75_UX500_CR0,47,500,281_.jpg"
tt0110357,movie,The Lion King,The Lion King,1994,"Adventure,Animation,Drama",8.5,1096322,9318737.0,Um pequeno lion é obrigado por seu tío a fugir de casa e anos depois se da conta da sua identidade e suas responsabilidades.,"https://m.media-amazon.com/images/M/MV5BMTU1MzkwNDI5OV5BMl5BanBnXkFtZTgwODU2MTkwMDI@._V1_QL75_UX500_CR0,0,500,281_.jpg"
tt0120382,movie,The Truman Show,The Truman Show,1998,"Comedy,Drama",8.2,1131796,9280727.2,Um vendedor de seguros descobre que sua vida é um programa de televisão.,"https://m.media-amazon.com/images/M/MV5BNjc5MGY5MTctNDE3OS00OWQ4LWFhYWQtNDc0NTBmYjFiNDM3XkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_QL75_UX500_CR0,47,500,281_.jpg"
tt0073486,movie,One Flew Over the Cuckoo's Nest,One Flew Over the Cuckoo's Nest,1975,Drama,8.7,1036454,9017149.8,"Um criminoso alega insanidade para ser enviado a um centro de saúde mental, onde se rebela contra a opressiva enfermeira e mobiliza os pacientes a quem ela atemoriza.","https://m.media-amazon.com/images/M/MV5BNzcyYTlhYzgtOWY4Yi00NjZmLThhY2YtYWJjNjk2ODcyOWM2XkEyXkFqcGdeQXVyMjM4OTI2MTU@._V1_QL75_UX500_CR0,0,500,281_.jpg"
tt0086190,movie,Star Wars: Episode VI - Return of the Jedi,Star Wars: Episode VI - Return of the Jedi,1983,"Action,Adventure,Fantasy",8.3,1086176,9015260.8,"Depois de uma missão ousada para resgatar Han Solo da cabana de Jabba, os rebeldes partem para fazer Endor destruir a mais poderosa Estrela da Morte. Enquanto isso, Luke tenta trazer Darth V... Ler tudo","https://m.media-amazon.com/images/M/MV5BZDc5NzNlOWMtNGZkNi00NzViLTliMDItZWVmZTJjZWU3YWE3XkEyXkFqcGdeQTNwaW5nZXN0._V1_QL75_UX500_CR0,0,500,281_.jpg"
tt1049413,movie,Up,Up,2009,"Adventure,Animation,Comedy",8.3,1080964,8972001.200000001,"Carl Fredricksen, de 78 anos, viaja a Paraside Falls com sua casa e inadvertidamente leva um menino com ele.","https://m.media-amazon.com/images/M/MV5BMjE4NTQ0MTM3M15BMl5BanBnXkFtZTgwMDY1NDgyMzE@._V1_QL75_UY281_CR17,0,500,281_.jpg"
tt0081505,movie,The Shining,The Shining,1980,"Drama,Horror",8.4,1059641,8900984.4,"Uma família se dirige a um hotel isolado para o inverno, onde uma presença sinistra influencia a violência do pai, enquanto seu filho psíquico vê presságios horríveis do passado e do futuro.","https://m.media-amazon.com/images/M/MV5BN2NmM2ZlMmMtN2Q0MS00N2FkLWE4NzUtMzljNTIyNGJjNmE0XkEyXkFqcGdeQTNwaW5nZXN0._V1_QL75_UX500_CR0,0,500,281_.jpg"
